protein,cancer_outcome,method,n_instruments,beta,se,pvalue,OR,OR_95CI_lower,OR_95CI_upper,FDR,F_stat,is_primary_estimate
CTBS,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0105,0.0172,0.542,0.9896,0.9567,1.0235,0.97,85.4,True
CA6,Ovarian_GCST90016665,Wald ratio,1,0.009,0.0163,0.58,1.0091,0.9773,1.0418,0.975606936416185,165.1,True
SIRPA,Ovarian_GCST90016665,Wald ratio,1,-0.0046,0.0104,0.659,0.9954,0.9754,1.0159,0.9762987012987013,1156.4,True
CST5,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0071,0.0118,0.547,0.9929,0.9702,1.0162,0.9705914634146343,152.3,True
BPIFB1,Ovarian_GCST90016665,Inverse variance weighted,2,0.006,0.0181,0.74,1.006,0.9709,1.0424,0.9762987012987013,63.7,True
PROCR,Ovarian_GCST90016665,Wald ratio,1,-0.0151,0.0376,0.689,0.9851,0.915,1.0604,0.9762987012987013,38.6,True
PLTP,Ovarian_GCST90016665,Wald ratio,1,0.0085,0.0266,0.75,1.0085,0.9572,1.0626,0.9762987012987013,60.8,True
CHGB,Ovarian_GCST90016665,Wald ratio,1,0.0099,0.0189,0.6,1.01,0.9732,1.0481,0.9762987012987013,126.0,True
DSCAM,Ovarian_GCST90016665,Wald ratio,1,-0.013,0.0292,0.658,0.9871,0.9321,1.0454,0.9762987012987013,65.9,True
GGT5,Ovarian_GCST90016665,Wald ratio,1,-0.017,0.0552,0.758,0.9831,0.8824,1.0954,0.9762987012987013,31.1,True
TIMP3,Ovarian_GCST90016665,Wald ratio,1,0.0173,0.0307,0.574,1.0174,0.9579,1.0806,0.975606936416185,39.2,True
NPTXR,Ovarian_GCST90016665,Wald ratio,1,0.0128,0.0205,0.531,1.0129,0.973,1.0545,0.97,174.0,True
CRELD2,Ovarian_GCST90016665,Wald ratio,1,0.0085,0.0202,0.676,1.0085,0.9693,1.0492,0.9762987012987013,78.3,True
IL1RL2,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0059,0.0166,0.721,0.9941,0.9623,1.027,0.9762987012987013,77.0,True
IL1RL1,Ovarian_GCST90016665,Inverse variance weighted,2,0.004,0.0109,0.717,1.004,0.9828,1.0256,0.9762987012987013,196.3,True
EDAR,Ovarian_GCST90016665,Wald ratio,1,-0.0172,0.0316,0.586,0.983,0.924,1.0457,0.9762987012987013,43.3,True
INHBB,Ovarian_GCST90016665,Wald ratio,1,-0.0083,0.0244,0.734,0.9917,0.9453,1.0404,0.9762987012987013,68.3,True
GALNT5,Ovarian_GCST90016665,Inverse variance weighted,2,0.0204,0.0353,0.563,1.0206,0.9524,1.0937,0.975606936416185,36.2,True
VSNL1,Ovarian_GCST90016665,Wald ratio,1,-0.0189,0.0305,0.535,0.9813,0.9244,1.0417,0.97,48.3,True
CRYGD,Ovarian_GCST90016665,Weighted median,4,-0.0045,0.0099,0.649,0.9955,0.9764,1.015,,171.8,False
EFHD1,Ovarian_GCST90016665,Wald ratio,1,0.0159,0.0522,0.761,1.016,0.9173,1.1254,0.9762987012987013,31.8,True
MCFD2,Ovarian_GCST90016665,Wald ratio,1,-0.0197,0.0319,0.536,0.9805,0.9211,1.0436,0.97,41.7,True
REG3G,Ovarian_GCST90016665,MR Egger,3,-0.1083,0.1363,0.572,0.8973,0.687,1.172,,59.6,False
REG1A,Ovarian_GCST90016665,Wald ratio,1,-0.0139,0.0337,0.681,0.9862,0.9231,1.0536,0.9762987012987013,35.4,True
TGOLN2,Ovarian_GCST90016665,Wald ratio,1,-0.0046,0.0158,0.771,0.9954,0.9651,1.0267,0.9762987012987013,176.9,True
TIMP4,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0117,0.0196,0.549,0.9883,0.9511,1.0271,0.971179331306991,57.3,True
TF,Ovarian_GCST90016665,Wald ratio,1,0.0146,0.0302,0.629,1.0147,0.9564,1.0765,0.9762987012987013,38.0,True
MASP1,Ovarian_GCST90016665,Wald ratio,1,-0.014,0.0352,0.69,0.9861,0.9203,1.0565,0.9762987012987013,32.2,True
SUSD5,Ovarian_GCST90016665,Inverse variance weighted,2,0.0171,0.0287,0.552,1.0172,0.9615,1.0762,0.9735272727272728,67.9,True
LRRN1,Ovarian_GCST90016665,Wald ratio,1,-0.0078,0.0147,0.598,0.9923,0.9641,1.0213,0.9762987012987013,249.6,True
HYAL1,Ovarian_GCST90016665,Wald ratio,1,0.017,0.0337,0.615,1.0171,0.9521,1.0867,0.9762987012987013,39.4,True
IL17RB,Ovarian_GCST90016665,Inverse variance weighted,3,0.0076,0.0168,0.65,1.0076,0.9751,1.0413,0.9762987012987013,74.0,True
IL17RB,Ovarian_GCST90016665,MR Egger,3,0.026,0.0428,0.652,1.0263,0.9438,1.116,,74.0,False
IL17RB,Ovarian_GCST90016665,Weighted median,3,0.0089,0.0179,0.617,1.009,0.9742,1.0449,,74.0,False
LRIG1,Ovarian_GCST90016665,Inverse variance weighted,2,0.0079,0.0209,0.706,1.0079,0.9675,1.05,0.9762987012987013,131.2,True
CD38,Ovarian_GCST90016665,Wald ratio,1,-0.0149,0.0264,0.571,0.9852,0.9356,1.0374,0.975606936416185,57.4,True
ENPP6,Ovarian_GCST90016665,Inverse variance weighted,2,0.0146,0.0287,0.612,1.0147,0.9592,1.0734,0.9762987012987013,41.6,True
GC,Ovarian_GCST90016665,Wald ratio,1,-0.0041,0.0109,0.705,0.9959,0.9748,1.0174,0.9762987012987013,512.8,True
ART3,Ovarian_GCST90016665,Wald ratio,1,0.0191,0.0305,0.531,1.0193,0.9601,1.0822,0.97,49.1,True
FGF5,Ovarian_GCST90016665,Wald ratio,1,0.0094,0.0183,0.609,1.0094,0.9738,1.0463,0.9762987012987013,152.1,True
IDUA,Ovarian_GCST90016665,Wald ratio,1,0.0092,0.0206,0.654,1.0093,0.9693,1.051,0.9762987012987013,86.9,True
MEGF10,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0062,0.0181,0.729,0.9938,0.9592,1.0296,0.9762987012987013,56.8,True
GALNT10,Ovarian_GCST90016665,Wald ratio,1,0.0141,0.0293,0.629,1.0142,0.9576,1.0742,0.9762987012987013,47.9,True
FGFR4,Ovarian_GCST90016665,Wald ratio,1,-0.0051,0.0115,0.656,0.9949,0.9726,1.0176,0.9762987012987013,531.0,True
F12,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0028,0.0085,0.739,0.9972,0.9806,1.014,0.9762987012987013,503.1,True
CDH6,Ovarian_GCST90016665,Inverse variance weighted,2,0.0087,0.0289,0.764,1.0087,0.9531,1.0676,0.9762987012987013,47.8,True
C7,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0075,0.024,0.755,0.9925,0.9468,1.0404,0.9762987012987013,108.8,True
IL31RA,Ovarian_GCST90016665,MR Egger,3,-0.0194,0.0423,0.727,0.9808,0.9027,1.0656,,91.8,False
CRHBP,Ovarian_GCST90016665,Wald ratio,1,-0.0115,0.0205,0.573,0.9885,0.9496,1.029,0.975606936416185,107.9,True
GLRX,Ovarian_GCST90016665,Wald ratio,1,0.0067,0.0213,0.751,1.0068,0.9657,1.0496,0.9762987012987013,100.5,True
VNN1,Ovarian_GCST90016665,Inverse variance weighted,3,-0.0051,0.0178,0.775,0.9949,0.9608,1.0302,0.9762987012987013,167.8,True
ULBP2,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0046,0.0154,0.767,0.9955,0.9658,1.026,0.9762987012987013,104.4,True
LPA,Ovarian_GCST90016665,Inverse variance weighted,3,0.0068,0.0159,0.67,1.0068,0.9759,1.0387,0.9762987012987013,55.2,True
LPA,Ovarian_GCST90016665,MR Egger,3,0.0473,0.121,0.763,1.0484,0.8271,1.3289,,55.2,False
LPA,Ovarian_GCST90016665,Weighted median,3,0.0101,0.0193,0.599,1.0102,0.9727,1.0491,,55.2,False
PLG,Ovarian_GCST90016665,Wald ratio,1,-0.0177,0.0333,0.594,0.9824,0.9204,1.0486,0.9762987012987013,35.5,True
SMOC2,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0066,0.0215,0.76,0.9935,0.9526,1.0361,0.9762987012987013,45.9,True
THBS2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0082,0.0193,0.67,1.0083,0.9709,1.0471,0.9762987012987013,68.7,True
PI16,Ovarian_GCST90016665,Wald ratio,1,0.0215,0.0353,0.543,1.0217,0.9534,1.095,0.97,35.4,True
CRISP2,Ovarian_GCST90016665,Inverse variance weighted,3,-0.006,0.0177,0.734,0.994,0.9602,1.029,0.9762987012987013,104.5,True
PILRB,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0023,0.0075,0.761,0.9977,0.9831,1.0125,0.9762987012987013,724.4,True
NRCAM,Ovarian_GCST90016665,Wald ratio,1,-0.0204,0.0324,0.53,0.9798,0.9195,1.0442,0.97,40.1,True
GPNMB,Ovarian_GCST90016665,Inverse variance weighted,3,-0.0101,0.0193,0.601,0.99,0.9533,1.0281,0.9762987012987013,100.5,True
GPNMB,Ovarian_GCST90016665,Weighted median,3,-0.0142,0.0226,0.53,0.9859,0.9431,1.0306,,100.5,False
SUMF2,Ovarian_GCST90016665,Wald ratio,1,-0.0092,0.0277,0.739,0.9908,0.9384,1.0461,0.9762987012987013,42.4,True
COL28A1,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0048,0.0111,0.666,0.9952,0.9738,1.0171,0.9762987012987013,252.0,True
PON2,Ovarian_GCST90016665,Wald ratio,1,0.0061,0.016,0.705,1.0061,0.9749,1.0382,0.9762987012987013,261.6,True
CTSB,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0052,0.0163,0.747,0.9948,0.9636,1.027,0.9762987012987013,88.6,True
EPPK1,Ovarian_GCST90016665,Wald ratio,1,-0.011,0.0325,0.734,0.989,0.928,1.054,0.9762987012987013,51.7,True
ASAH1,Ovarian_GCST90016665,Inverse variance weighted,2,0.0095,0.0163,0.559,1.0096,0.9778,1.0423,0.975606936416185,84.9,True
TNFRSF10C,Ovarian_GCST90016665,Wald ratio,1,-0.0131,0.0367,0.722,0.987,0.9186,1.0606,0.9762987012987013,31.3,True
CRH,Ovarian_GCST90016665,Wald ratio,1,0.0147,0.0475,0.757,1.0148,0.9246,1.1138,0.9762987012987013,41.0,True
IMPA1,Ovarian_GCST90016665,Wald ratio,1,0.0103,0.0347,0.768,1.0103,0.9438,1.0815,0.9762987012987013,38.3,True
MATN2,Ovarian_GCST90016665,Wald ratio,1,-0.0138,0.0269,0.607,0.9863,0.9357,1.0396,0.9762987012987013,59.4,True
DBH,Ovarian_GCST90016665,Inverse variance weighted,3,-0.0066,0.0121,0.583,0.9934,0.9701,1.0172,0.9762987012987013,206.9,True
DBH,Ovarian_GCST90016665,MR Egger,3,0.026,0.0448,0.666,1.0263,0.94,1.1206,,206.9,False
DPP7,Ovarian_GCST90016665,Wald ratio,1,-0.0171,0.0514,0.74,0.9831,0.8888,1.0874,0.9762987012987013,44.7,True
IGFBPL1,Ovarian_GCST90016665,Inverse variance weighted,2,0.0076,0.0198,0.703,1.0076,0.9692,1.0475,0.9762987012987013,57.4,True
CD274,Ovarian_GCST90016665,Wald ratio,1,0.0147,0.0239,0.538,1.0148,0.9684,1.0635,0.97,69.3,True
OGN,Ovarian_GCST90016665,Inverse variance weighted,2,0.0091,0.0169,0.591,1.0091,0.9763,1.0431,0.9762987012987013,85.2,True
KLK13,Ovarian_GCST90016665,Wald ratio,1,-0.006,0.0215,0.779,0.994,0.9529,1.0368,0.9771077586206898,92.5,True
TP53I3,Ovarian_GCST90016665,Wald ratio,1,-0.0054,0.0193,0.778,0.9946,0.9576,1.0329,0.9771077586206898,156.9,True
TCN1,Ovarian_GCST90016665,MR Egger,3,-0.0202,0.0609,0.796,0.98,0.8697,1.1042,,77.2,False
HBZ,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0028,0.0108,0.795,0.9972,0.9764,1.0185,0.9786222222222223,349.0,True
CD300E,Ovarian_GCST90016665,Wald ratio,1,-0.006,0.0223,0.789,0.9941,0.9516,1.0384,0.9786222222222223,86.3,True
SELP,Ovarian_GCST90016665,Wald ratio,1,-0.0084,0.0318,0.791,0.9916,0.9318,1.0553,0.9786222222222223,58.5,True
PM20D1,Ovarian_GCST90016665,Inverse variance weighted,2,0.0043,0.0164,0.795,1.0043,0.9725,1.0372,0.9786222222222223,66.0,True
PCSK9,Ovarian_GCST90016665,Wald ratio,1,-0.0088,0.0341,0.796,0.9912,0.9271,1.0598,0.9786222222222223,94.2,True
TNFRSF13C,Ovarian_GCST90016665,Wald ratio,1,-0.0055,0.0201,0.784,0.9945,0.9561,1.0345,0.9786222222222223,97.3,True
MST1,Ovarian_GCST90016665,Wald ratio,1,0.0032,0.0121,0.793,1.0032,0.9796,1.0273,0.9786222222222223,471.7,True
GNPDA2,Ovarian_GCST90016665,Wald ratio,1,-0.0054,0.02,0.786,0.9946,0.9564,1.0343,0.9786222222222223,108.2,True
HDDC2,Ovarian_GCST90016665,Wald ratio,1,0.0057,0.0211,0.789,1.0057,0.9649,1.0482,0.9786222222222223,60.5,True
CDH23,Ovarian_GCST90016665,Wald ratio,1,0.0066,0.0259,0.799,1.0066,0.9567,1.0591,0.9786222222222223,41.5,True
CD160,Ovarian_GCST90016665,Wald ratio,1,0.0073,0.0287,0.798,1.0074,0.9522,1.0658,0.9786222222222223,49.0,True
DKK3,Ovarian_GCST90016665,Wald ratio,1,0.0037,0.0319,0.908,1.0037,0.9428,1.0685,0.9786222222222223,45.2,True
BCAT1,Ovarian_GCST90016665,Wald ratio,1,-0.0048,0.0256,0.853,0.9953,0.9465,1.0465,0.9786222222222223,66.3,True
CLEC6A,Ovarian_GCST90016665,Wald ratio,1,0.0024,0.0212,0.91,1.0024,0.9616,1.045,0.9789648798521257,113.0,True
FLT1,Ovarian_GCST90016665,Wald ratio,1,-0.0142,0.0714,0.842,0.9859,0.8571,1.134,0.9786222222222223,46.3,True
RNASE10,Ovarian_GCST90016665,MR Egger,3,-0.0052,0.0359,0.909,0.9949,0.9272,1.0674,,179.9,False
ANG,Ovarian_GCST90016665,Inverse variance weighted,3,0.0016,0.0136,0.905,1.0016,0.9753,1.0287,0.9786222222222223,74.5,True
GZMB,Ovarian_GCST90016665,Wald ratio,1,-0.0047,0.0335,0.888,0.9953,0.932,1.0629,0.9786222222222223,33.1,True
COCH,Ovarian_GCST90016665,Inverse variance weighted,2,0.01,0.0605,0.869,1.01,0.8971,1.1372,0.9786222222222223,75.9,True
SERPINA1,Ovarian_GCST90016665,Wald ratio,1,-0.0054,0.028,0.848,0.9947,0.9414,1.0509,0.9786222222222223,60.0,True
SERPINA9,Ovarian_GCST90016665,Inverse variance weighted,4,0.004,0.0206,0.847,1.004,0.9643,1.0453,0.9786222222222223,44.1,True
SCG3,Ovarian_GCST90016665,Wald ratio,1,0.0042,0.0182,0.819,1.0042,0.9689,1.0407,0.9786222222222223,94.1,True
RGMA,Ovarian_GCST90016665,Wald ratio,1,0.0048,0.0319,0.879,1.0049,0.944,1.0696,0.9786222222222223,44.5,True
TPSD1,Ovarian_GCST90016665,Wald ratio,1,-0.0049,0.0305,0.872,0.9951,0.9374,1.0563,0.9786222222222223,51.0,True
PRSS53,Ovarian_GCST90016665,Inverse variance weighted,3,-0.0026,0.0115,0.82,0.9974,0.9751,1.0202,0.9786222222222223,116.6,True
PRSS53,Ovarian_GCST90016665,Weighted median,3,-0.0019,0.0124,0.875,0.9981,0.9741,1.0226,,116.6,False
ACE,Ovarian_GCST90016665,Wald ratio,1,-0.0023,0.0134,0.863,0.9977,0.9719,1.0242,0.9786222222222223,305.9,True
NT5C,Ovarian_GCST90016665,Wald ratio,1,0.0032,0.0194,0.868,1.0032,0.9657,1.0422,0.9786222222222223,120.3,True
MRI1,Ovarian_GCST90016665,Inverse variance weighted,2,0.0065,0.0298,0.827,1.0065,0.9494,1.0672,0.9786222222222223,78.1,True
PEPD,Ovarian_GCST90016665,Wald ratio,1,0.0064,0.0276,0.817,1.0064,0.9535,1.0622,0.9786222222222223,47.1,True
KLK4,Ovarian_GCST90016665,Wald ratio,1,-0.004,0.0267,0.88,0.996,0.9453,1.0494,0.9786222222222223,42.5,True
LILRB2,Ovarian_GCST90016665,Wald ratio,1,0.002,0.0135,0.884,1.002,0.9757,1.0289,0.9786222222222223,600.0,True
LILRA5,Ovarian_GCST90016665,Inverse variance weighted,2,0.0046,0.0221,0.834,1.0046,0.9621,1.0491,0.9786222222222223,48.9,True
PGD,Ovarian_GCST90016665,Wald ratio,1,-0.0062,0.0417,0.881,0.9938,0.9158,1.0784,0.9786222222222223,46.1,True
IL6R,Ovarian_GCST90016665,Wald ratio,1,0.0012,0.01,0.902,1.0012,0.9818,1.021,0.9786222222222223,704.4,True
FCRL3,Ovarian_GCST90016665,Wald ratio,1,-0.0028,0.0116,0.809,0.9972,0.9748,1.0201,0.9786222222222223,452.8,True
FCRL6,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0014,0.011,0.902,0.9986,0.9774,1.0204,0.9786222222222223,176.4,True
TNR,Ovarian_GCST90016665,Wald ratio,1,0.0035,0.0262,0.893,1.0035,0.9533,1.0564,0.9786222222222223,62.0,True
CFHR5,Ovarian_GCST90016665,Wald ratio,1,-0.0057,0.0319,0.858,0.9943,0.934,1.0585,0.9786222222222223,164.0,True
PRELP,Ovarian_GCST90016665,Wald ratio,1,-0.004,0.0258,0.878,0.996,0.947,1.0476,0.9786222222222223,31.1,True
FCAMR,Ovarian_GCST90016665,Wald ratio,1,0.0036,0.0272,0.895,1.0036,0.9515,1.0586,0.9786222222222223,58.6,True
LGALS8,Ovarian_GCST90016665,Wald ratio,1,0.0015,0.0122,0.904,1.0015,0.9778,1.0258,0.9786222222222223,368.3,True
CST7,Ovarian_GCST90016665,Wald ratio,1,0.0038,0.0231,0.869,1.0038,0.9594,1.0502,0.9786222222222223,33.1,True
ITPA,Ovarian_GCST90016665,Wald ratio,1,-0.0052,0.0249,0.835,0.9948,0.9474,1.0446,0.9786222222222223,54.9,True
CD40,Ovarian_GCST90016665,Wald ratio,1,0.0036,0.0164,0.827,1.0036,0.9719,1.0363,0.9786222222222223,175.8,True
NCAM2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0026,0.016,0.869,1.0026,0.9717,1.0346,0.9786222222222223,76.9,True
IFNAR1,Ovarian_GCST90016665,Wald ratio,1,0.0039,0.0331,0.907,1.0039,0.9408,1.0712,0.9786222222222223,40.2,True
COMT,Ovarian_GCST90016665,Inverse variance weighted,2,0.0091,0.0419,0.828,1.0091,0.9295,1.0956,0.9786222222222223,77.2,True
PVALB,Ovarian_GCST90016665,Wald ratio,1,0.0034,0.021,0.872,1.0034,0.9629,1.0455,0.9786222222222223,86.7,True
IL1R2,Ovarian_GCST90016665,Wald ratio,1,-0.0049,0.0223,0.826,0.9951,0.9525,1.0396,0.9786222222222223,91.6,True
ADAM23,Ovarian_GCST90016665,MR Egger,3,-0.0201,0.0666,0.814,0.9801,0.8602,1.1168,,40.1,False
SERPINE2,Ovarian_GCST90016665,Wald ratio,1,-0.0039,0.0279,0.89,0.9961,0.9432,1.052,0.9786222222222223,57.4,True
CGREF1,Ovarian_GCST90016665,Wald ratio,1,-0.0038,0.0203,0.85,0.9962,0.9574,1.0366,0.9786222222222223,112.9,True
ATRAID,Ovarian_GCST90016665,Wald ratio,1,0.0058,0.033,0.86,1.0058,0.9428,1.0731,0.9786222222222223,37.2,True
PLB1,Ovarian_GCST90016665,Wald ratio,1,-0.0025,0.0138,0.856,0.9975,0.9709,1.0248,0.9786222222222223,349.7,True
VIT,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0056,0.029,0.845,0.9944,0.9395,1.0525,0.9786222222222223,86.8,True
QPCT,Ovarian_GCST90016665,Wald ratio,1,-0.0095,0.0432,0.827,0.9906,0.9102,1.0781,0.9786222222222223,263.6,True
NAGK,Ovarian_GCST90016665,Wald ratio,1,-0.0043,0.0282,0.878,0.9957,0.9422,1.0522,0.9786222222222223,49.6,True
CD200R1,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0016,0.0107,0.88,0.9984,0.9777,1.0195,0.9786222222222223,110.8,True
SERPINI1,Ovarian_GCST90016665,Wald ratio,1,0.004,0.0283,0.887,1.004,0.9498,1.0614,0.9786222222222223,56.8,True
MELTF,Ovarian_GCST90016665,Wald ratio,1,0.0067,0.0407,0.869,1.0067,0.9295,1.0904,0.9786222222222223,45.1,True
ITIH3,Ovarian_GCST90016665,Wald ratio,1,-0.0042,0.0324,0.896,0.9958,0.9344,1.0611,0.9786222222222223,37.2,True
ITIH1,Ovarian_GCST90016665,Wald ratio,1,-0.006,0.033,0.855,0.994,0.9318,1.0604,0.9786222222222223,34.3,True
BST1,Ovarian_GCST90016665,Inverse variance weighted,3,-0.002,0.0083,0.81,0.998,0.982,1.0143,0.9786222222222223,290.5,True
FGFBP2,Ovarian_GCST90016665,Wald ratio,1,-0.0026,0.0192,0.892,0.9974,0.9605,1.0357,0.9786222222222223,115.5,True
SORCS2,Ovarian_GCST90016665,Wald ratio,1,0.0022,0.019,0.907,1.0022,0.9655,1.0403,0.9786222222222223,127.6,True
NAAA,Ovarian_GCST90016665,Wald ratio,1,-0.0046,0.0206,0.822,0.9954,0.956,1.0364,0.9786222222222223,109.9,True
HPGDS,Ovarian_GCST90016665,Wald ratio,1,-0.0061,0.0259,0.813,0.9939,0.9447,1.0457,0.9786222222222223,141.3,True
ITGA2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0025,0.0122,0.836,1.0025,0.9789,1.0268,0.9786222222222223,155.5,True
MOCS2,Ovarian_GCST90016665,Wald ratio,1,-0.0062,0.0267,0.817,0.9938,0.9432,1.0473,0.9786222222222223,34.8,True
VNN1,Ovarian_GCST90016665,Weighted median,3,0.0015,0.0118,0.897,1.0015,0.9786,1.025,,167.8,False
VNN2,Ovarian_GCST90016665,MR Egger,3,0.0142,0.0485,0.819,1.0143,0.9223,1.1155,,125.9,False
VEGFA,Ovarian_GCST90016665,Wald ratio,1,0.0049,0.0256,0.849,1.0049,0.9557,1.0566,0.9786222222222223,77.1,True
ENPP5,Ovarian_GCST90016665,Wald ratio,1,-0.0034,0.0161,0.835,0.9966,0.9656,1.0286,0.9786222222222223,276.0,True
CRISP2,Ovarian_GCST90016665,Weighted median,3,0.002,0.0135,0.882,1.002,0.9758,1.029,,104.5,False
NT5E,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0028,0.0191,0.882,0.9972,0.9606,1.0352,0.9786222222222223,53.7,True
PILRA,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0016,0.0091,0.86,0.9984,0.9808,1.0163,0.9786222222222223,381.3,True
ACHE,Ovarian_GCST90016665,Wald ratio,1,0.0034,0.0273,0.902,1.0034,0.9511,1.0585,0.9786222222222223,52.8,True
TPK1,Ovarian_GCST90016665,Wald ratio,1,0.0092,0.0415,0.823,1.0093,0.9305,1.0947,0.9786222222222223,41.6,True
GPNMB,Ovarian_GCST90016665,MR Egger,3,0.0124,0.0455,0.831,1.0125,0.926,1.107,,100.5,False
CCL24,Ovarian_GCST90016665,Inverse variance weighted,3,-0.0019,0.0091,0.834,0.9981,0.9805,1.016,0.9786222222222223,183.3,True
AIF1L,Ovarian_GCST90016665,Wald ratio,1,0.0056,0.0304,0.854,1.0056,0.9474,1.0674,0.9786222222222223,43.4,True
ENTPD2,Ovarian_GCST90016665,Wald ratio,1,0.0058,0.029,0.841,1.0058,0.9502,1.0647,0.9786222222222223,35.0,True
B4GALT1,Ovarian_GCST90016665,Wald ratio,1,0.0054,0.0336,0.872,1.0054,0.9413,1.0739,0.9786222222222223,35.6,True
SPON1,Ovarian_GCST90016665,Wald ratio,1,-0.0033,0.0342,0.923,0.9967,0.932,1.0659,0.9867302752293579,34.6,True
ADGRD1,Ovarian_GCST90016665,Wald ratio,1,-0.0032,0.0331,0.922,0.9968,0.9341,1.0636,0.9867302752293579,36.6,True
OLFM4,Ovarian_GCST90016665,Wald ratio,1,0.0015,0.0146,0.921,1.0015,0.9732,1.0305,0.9867302752293579,291.8,True
RNASE10,Ovarian_GCST90016665,Weighted median,3,-0.0014,0.0137,0.921,0.9986,0.9723,1.0257,,179.9,False
GFRA2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0037,0.0393,0.924,1.0037,0.9292,1.0842,0.9867302752293579,47.5,True
SERPINA9,Ovarian_GCST90016665,MR Egger,4,0.0107,0.105,0.928,1.0108,0.8227,1.2418,,44.1,False
C9,Ovarian_GCST90016665,Wald ratio,1,0.003,0.0347,0.93,1.003,0.9371,1.0736,0.9913186813186813,31.7,True
PSCA,Ovarian_GCST90016665,Wald ratio,1,0.0008,0.0094,0.932,1.0008,0.9824,1.0195,0.9916343692870201,1273.9,True
IDI2,Ovarian_GCST90016665,Inverse variance weighted,2,0.0011,0.0193,0.953,1.0011,0.964,1.0397,0.9945964285714285,37.0,True
PBLD,Ovarian_GCST90016665,Wald ratio,1,-0.0015,0.0254,0.953,0.9985,0.95,1.0494,0.9945964285714285,74.8,True
ENDOU,Ovarian_GCST90016665,Wald ratio,1,-0.0013,0.0333,0.968,0.9987,0.9355,1.0661,0.997,36.7,True
CLEC4C,Ovarian_GCST90016665,Wald ratio,1,-0.0004,0.0132,0.975,0.9996,0.974,1.0259,0.997,227.1,True
PZP,Ovarian_GCST90016665,Wald ratio,1,-0.0015,0.0285,0.959,0.9985,0.9443,1.0558,0.9948983957219252,51.2,True
RNASE10,Ovarian_GCST90016665,Inverse variance weighted,3,-0.0002,0.0129,0.985,0.9998,0.9747,1.0254,0.997,179.9,True
ANG,Ovarian_GCST90016665,Weighted median,3,0.0009,0.0161,0.956,1.0009,0.9699,1.0329,,74.5,False
THTPA,Ovarian_GCST90016665,Wald ratio,1,0.0001,0.0175,0.995,1.0001,0.9664,1.035,0.997,167.4,True
PYDC1,Ovarian_GCST90016665,Wald ratio,1,-0.0016,0.0266,0.951,0.9984,0.9477,1.0518,0.9945964285714285,63.5,True
CDH15,Ovarian_GCST90016665,Wald ratio,1,0.0015,0.0349,0.965,1.0015,0.9352,1.0725,0.9968297872340426,252.3,True
CCL16,Ovarian_GCST90016665,Wald ratio,1,-0.0001,0.0164,0.996,0.9999,0.9683,1.0326,0.997,154.7,True
CD300C,Ovarian_GCST90016665,Wald ratio,1,-0.0013,0.0223,0.954,0.9987,0.9559,1.0434,0.9945964285714285,130.7,True
CD300LF,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0002,0.0084,0.985,0.9998,0.9835,1.0165,0.997,694.1,True
OSCAR,Ovarian_GCST90016665,Wald ratio,1,-0.0003,0.0269,0.991,0.9997,0.9484,1.0538,0.997,72.6,True
CELSR2,Ovarian_GCST90016665,Wald ratio,1,-0.0003,0.0241,0.989,0.9997,0.9536,1.0479,0.997,67.8,True
FCRL5,Ovarian_GCST90016665,Wald ratio,1,-0.0017,0.0303,0.956,0.9983,0.9408,1.0593,0.9945964285714285,38.9,True
LY9,Ovarian_GCST90016665,Inverse variance weighted,2,0.0015,0.0208,0.941,1.0015,0.9615,1.0433,0.9945964285714285,58.8,True
FCGR3B,Ovarian_GCST90016665,Wald ratio,1,-0.0001,0.0183,0.997,0.9999,0.9648,1.0364,0.997,162.8,True
TOR1AIP1,Ovarian_GCST90016665,Wald ratio,1,-0.0007,0.0113,0.947,0.9993,0.9774,1.0216,0.9945964285714285,720.5,True
CSF3R,Ovarian_GCST90016665,Inverse variance weighted,2,-0.0008,0.0305,0.979,0.9992,0.9412,1.0607,0.997,149.4,True
PARK7,Ovarian_GCST90016665,Wald ratio,1,0.0023,0.0325,0.945,1.0023,0.9404,1.0682,0.9945964285714285,53.4,True
